host;ip;port;lastseen;delay;cid;country_code;country_name;city;checks_up;checks_down;anon;http;ssl;socks4;socks5
146.196.108.202;146.196.108.202;80;340;5100;1643084;ID;Indonesia;;747;761;1;1;0;0;0
200.195.148.18;200.195.148.18;3128;343;2220;3464975;BR;Brazil;Curitiba;1168;512;1;1;0;0;0
1.0.0.36;1.0.0.36;80;361;240;2061039;AU;Australia;Stirling;927;0;1;1;0;0;0
51.158.106.54;51.158.106.54;8811;380;640;2988507;FR;France;Paris;9543;389;1;1;0;0;0
1.0.0.52;1.0.0.52;80;390;220;8349238;AU;Australia;"""Parafield Gardens""";2652;0;1;1;0;0;0
117.197.116.233;117.197.116.233;8080;429;1580;1271715;IN;India;Gandhinagar;37;34;1;1;0;0;0
118.25.10.61;118.25.10.61;808;439;3040;2038349;CN;China;;95;37;4;0;1;0;0
42.201.228.29;42.201.228.29;80;439;860;1174872;PK;Pakistan;Karachi;182;273;1;1;0;0;0
106.75.140.79;106.75.140.79;8888;444;1180;1796231;CN;China;;471;6;4;1;0;0;0
120.132.52.214;120.132.52.214;8888;444;2580;1816670;CN;China;Beijing;207;8;4;1;0;0;0
106.75.140.100;106.75.140.100;8888;445;1100;1796231;CN;China;;302;9;4;1;0;0;0
106.75.140.103;106.75.140.103;8888;445;1080;1796231;CN;China;;289;2;4;1;0;0;0
120.132.53.12;120.132.53.12;8888;445;900;1816670;CN;China;Beijing;335;7;4;1;0;0;0
106.75.140.77;106.75.140.77;8888;445;1780;1796231;CN;China;;361;0;4;1;0;0;0
120.132.52.3;120.132.52.3;8888;446;900;1816670;CN;China;Beijing;304;14;4;1;0;0;0
200.60.13.122;200.60.13.122;999;448;2940;3932488;PE;Peru;;59;51;1;1;0;0;0
103.52.135.100;103.52.135.100;80;449;3520;1185162;BD;Bangladesh;Mymensingh;48;96;1;1;0;0;0
120.132.52.88;120.132.52.88;8888;450;1800;1816670;CN;China;Beijing;452;19;4;1;0;0;0
180.150.191.153;180.150.191.153;8888;451;1660;1816670;CN;China;Beijing;387;6;4;1;0;0;0
180.150.191.225;180.150.191.225;8888;451;940;1816670;CN;China;Beijing;570;14;4;1;0;0;0
120.132.52.213;120.132.52.213;8888;451;2080;1816670;CN;China;Beijing;366;5;4;1;0;0;0
120.132.52.94;120.132.52.94;8888;451;1560;1816670;CN;China;Beijing;483;6;4;1;0;0;0
120.132.52.139;120.132.52.139;8888;451;960;1816670;CN;China;Beijing;309;9;4;1;0;0;0
120.132.52.85;120.132.52.85;8888;452;2280;1816670;CN;China;Beijing;374;4;4;1;0;0;0
120.132.52.203;120.132.52.203;8888;452;920;1816670;CN;China;Beijing;358;4;4;1;0;0;0
120.132.52.149;120.132.52.149;8888;452;1080;1816670;CN;China;Beijing;171;4;4;1;0;0;0
120.132.52.16;120.132.52.16;8888;453;1600;1816670;CN;China;Beijing;491;12;4;1;0;0;0
121.40.119.149;121.40.119.149;3128;453;1180;1808926;CN;China;Hangzhou;223;47;1;1;0;0;0
106.75.140.206;106.75.140.206;8888;453;1120;1796231;CN;China;;579;9;4;1;0;0;0
120.132.52.25;120.132.52.25;8888;453;1640;1816670;CN;China;Beijing;548;12;4;1;0;0;0
106.75.140.63;106.75.140.63;8888;453;1300;1796231;CN;China;;508;4;4;1;0;0;0
120.132.53.30;120.132.53.30;8888;453;940;1816670;CN;China;Beijing;374;10;4;1;0;0;0
106.75.140.212;106.75.140.212;8888;453;2120;1796231;CN;China;;473;2;4;1;0;0;0
106.75.140.32;106.75.140.32;8888;453;2040;1796231;CN;China;;476;3;4;1;0;0;0
180.150.191.248;180.150.191.248;8888;453;1920;1816670;CN;China;Beijing;264;5;4;1;0;0;0
120.132.52.34;120.132.52.34;8888;453;1960;1816670;CN;China;Beijing;262;2;4;1;0;0;0
106.75.140.87;106.75.140.87;8888;454;1200;1796231;CN;China;;637;11;4;1;0;0;0
106.75.140.193;106.75.140.193;8888;454;1320;1796231;CN;China;;477;9;4;1;0;0;0
120.132.52.195;120.132.52.195;8888;454;920;1816670;CN;China;Beijing;654;7;4;1;0;0;0
120.132.52.77;120.132.52.77;8888;454;920;1816670;CN;China;Beijing;353;12;4;1;0;0;0
120.132.53.24;120.132.53.24;8888;454;960;1816670;CN;China;Beijing;497;7;4;1;0;0;0
106.75.140.211;106.75.140.211;8888;454;1140;1796231;CN;China;;417;6;4;1;0;0;0
106.75.140.56;106.75.140.56;8888;454;1080;1796231;CN;China;;375;3;4;1;0;0;0
106.75.140.80;106.75.140.80;8888;454;1080;1796231;CN;China;;403;3;4;1;0;0;0
120.132.52.29;120.132.52.29;8888;454;1580;1816670;CN;China;Beijing;412;8;4;1;0;0;0
106.75.140.73;106.75.140.73;8888;454;1340;1796231;CN;China;;300;3;4;1;0;0;0
134.249.156.3;134.249.156.3;82;455;3520;696643;UA;Ukraine;Poltava;745;779;1;1;0;0;0
202.56.164.105;202.56.164.105;8080;456;2160;1642911;ID;Indonesia;Jakarta;71;90;1;1;0;0;0
185.87.70.237;185.87.70.237;4145;458;2080;3180442;;;;846;424;4;0;0;1;0
51.158.68.26;51.158.68.26;8811;460;280;2988507;FR;France;Paris;9405;331;1;1;0;0;0
1.0.0.17;1.0.0.17;80;465;280;8349238;AU;Australia;"""Parafield Gardens""";1987;1;1;1;0;0;0
1.1.1.2;1.1.1.2;80;470;220;2077456;AU;Australia;;748;0;1;1;0;0;0
103.255.146.202;103.255.146.202;8080;481;2500;1269843;IN;India;Hyderabad;77;571;1;1;0;0;0
1.0.0.65;1.0.0.65;80;498;240;8349238;AU;Australia;"""Parafield Gardens""";2058;0;1;1;0;0;0
182.253.114.66;182.253.114.66;8080;537;3300;1622636;ID;Indonesia;Ungaran;131;294;1;1;0;0;0
212.33.28.51;212.33.28.51;8080;568;5020;524901;RU;Russian Federation;Moscow;237;697;1;1;0;0;0
120.132.53.6;120.132.53.6;8888;568;1960;1816670;CN;China;Beijing;525;12;4;1;0;0;0
150.138.106.174;150.138.106.174;84;568;2140;1796328;CN;China;;200;104;4;0;1;0;0
106.75.140.109;106.75.140.109;8888;568;3300;1796231;CN;China;;440;4;4;1;0;0;0
120.132.52.121;120.132.52.121;8888;569;2820;1816670;CN;China;Beijing;402;5;4;1;0;0;0
62.201.217.194;62.201.217.194;8080;570;1520;99237;IQ;Iraq;;669;776;1;1;0;0;0
39.100.66.200;39.100.66.200;8080;570;1140;1808926;CN;China;Hangzhou;210;98;4;1;0;0;0
106.75.140.101;106.75.140.101;8888;570;2860;1796231;CN;China;;428;8;4;1;0;0;0
120.132.52.237;120.132.52.237;8888;570;2260;1816670;CN;China;Beijing;392;7;4;1;0;0;0
106.75.140.184;106.75.140.184;8888;571;2040;1796231;CN;China;;451;11;4;1;0;0;0
106.75.140.134;106.75.140.134;8888;571;2140;1796231;CN;China;;531;11;4;1;0;0;0
200.122.86.177;200.122.86.177;8080;572;1560;3841490;AR;Argentina;Pergamino;1573;3;1;1;0;0;0
120.132.52.120;120.132.52.120;8888;572;2100;1816670;CN;China;Beijing;411;8;4;1;0;0;0
120.132.52.199;120.132.52.199;8888;572;2780;1816670;CN;China;Beijing;344;6;4;1;0;0;0
120.132.52.119;120.132.52.119;8888;572;3700;1816670;CN;China;Beijing;420;7;4;1;0;0;0
106.75.140.126;106.75.140.126;8888;572;3240;1796231;CN;China;;425;3;4;1;0;0;0
120.132.52.109;120.132.52.109;8888;572;940;1816670;CN;China;Beijing;309;9;4;1;0;0;0
106.75.140.141;106.75.140.141;8888;572;2900;1796231;CN;China;;472;4;4;1;0;0;0
106.75.140.147;106.75.140.147;8888;572;3540;1796231;CN;China;;297;6;4;1;0;0;0
106.75.135.249;106.75.135.249;8888;572;1060;1796231;CN;China;;250;5;4;1;0;0;0
120.132.52.177;120.132.52.177;8888;573;1600;1816670;CN;China;Beijing;473;12;4;1;0;0;0
120.132.53.3;120.132.53.3;8888;573;2060;1816670;CN;China;Beijing;529;18;4;1;0;0;0
106.75.140.140;106.75.140.140;8888;573;2720;1796231;CN;China;;210;5;4;1;0;0;0
106.75.140.51;106.75.140.51;8888;573;2720;1796231;CN;China;;297;6;4;1;0;0;0
106.75.140.59;106.75.140.59;8888;573;2500;1796231;CN;China;;405;4;4;1;0;0;0
120.132.52.174;120.132.52.174;8888;573;1620;1816670;CN;China;Beijing;315;11;4;1;0;0;0
106.75.140.88;106.75.140.88;8888;573;2500;1796231;CN;China;;544;1;4;1;0;0;0
120.132.52.118;120.132.52.118;8888;573;2120;1816670;CN;China;Beijing;266;6;4;1;0;0;0
120.132.52.137;120.132.52.137;8888;573;2120;1816670;CN;China;Beijing;299;5;4;1;0;0;0
106.75.140.213;106.75.140.213;8888;573;2500;1796231;CN;China;;196;2;4;1;0;0;0
120.132.52.2;120.132.52.2;8888;574;1440;1816670;CN;China;Beijing;401;5;4;1;0;0;0
120.132.52.122;120.132.52.122;8888;574;1440;1816670;CN;China;Beijing;222;7;4;1;0;0;0
83.17.102.50;83.17.102.50;4145;575;400;3091522;;;;389;254;4;0;0;1;0
91.240.97.69;91.240.97.69;8080;575;720;707308;UA;Ukraine;Izmail;47;132;1;1;0;0;0
94.228.4.249;94.228.4.249;60459;577;1440;3126962;;;;3879;441;4;0;0;1;0
163.172.147.94;163.172.147.94;8811;578;640;3017382;FR;France;;8519;275;1;1;0;0;0
36.25.243.51;36.25.243.51;80;579;1120;1806535;CN;China;Huzhou;846;124;4;1;0;0;0
36.25.243.251;36.25.243.251;80;581;1100;1806535;CN;China;Huzhou;824;425;4;1;0;0;0
87.121.76.86;87.121.76.86;4145;583;420;730478;;;;1300;448;4;0;0;1;0
1.1.1.1;1.1.1.1;80;586;240;2151718;AU;Australia;Research;10985;10;1;1;0;0;0
36.91.48.186;36.91.48.186;8080;638;1880;1627549;ID;Indonesia;Serang;71;117;1;1;0;0;0
36.89.164.170;36.89.164.170;8080;641;1100;1642911;ID;Indonesia;Jakarta;19;23;1;1;0;0;0
81.223.122.78;81.223.122.78;48982;646;2300;2761369;AT;Austria;Vienna;203;382;4;1;0;0;0
118.69.50.154;118.69.50.154;443;647;2220;1566083;VN;Vietnam;"""Ho Chi Minh City""";682;59;2;1;0;0;0
186.96.121.162;186.96.121.162;8080;659;1480;3680656;CO;Colombia;Ibague;11;23;1;1;0;0;0
177.92.241.19;177.92.241.19;8080;682;5100;3447713;;;;806;954;1;1;0;0;0
114.7.164.182;114.7.164.182;8080;690;1540;6605829;ID;Indonesia;Depok;141;347;1;1;0;0;0
103.228.117.244;103.228.117.244;8080;698;1040;6605829;ID;Indonesia;Depok;21194;2124;1;1;0;0;0
173.245.239.177;173.245.239.177;1080;735;2520;6252001;US;United States;;2012;164;4;0;0;0;1
47.95.229.73;47.95.229.73;1080;735;2540;1808926;CN;China;Hangzhou;637;42;4;0;0;1;1
91.238.137.108;91.238.137.108;8975;736;960;2017370;RU;Russian Federation;;589;94;4;0;0;1;1
198.27.75.152;198.27.75.152;1080;738;760;6077243;CA;Canada;Montreal;938;2;4;0;0;1;1
188.170.122.155;188.170.122.155;8080;745;4580;2017370;RU;Russian Federation;;775;793;4;0;1;0;0
36.67.96.31;36.67.96.31;80;748;1060;1625822;ID;Indonesia;Surabaya;11;10;1;1;0;0;0
139.255.244.203;139.255.244.203;59341;767;2140;1642911;ID;Indonesia;Jakarta;1130;178;4;0;0;1;0
210.246.240.42;210.246.240.42;14153;767;2320;1605651;TH;Thailand;;280;27;4;0;0;1;0
177.21.19.87;177.21.19.87;3629;768;1300;3450554;BR;Brazil;Salvador;551;63;4;0;0;1;0
202.137.26.6;202.137.26.6;4145;769;2060;1642911;ID;Indonesia;Jakarta;1102;355;4;0;0;1;0
189.52.165.134;189.52.165.134;1080;770;2460;3469034;BR;Brazil;;25654;9723;4;0;0;1;0
95.9.194.13;95.9.194.13;30436;771;4020;309527;TR;Turkey;Karaman;656;157;4;0;0;1;0
123.200.20.242;123.200.20.242;52723;772;3460;1185241;BD;Bangladesh;Dhaka;447;36;4;0;0;1;0
203.80.170.68;203.80.170.68;4145;773;4240;1821306;KH;Cambodia;"""Phnom Penh""";2497;371;4;0;0;1;0
103.30.92.91;103.30.92.91;41264;773;1620;1643084;ID;Indonesia;;1635;442;4;0;0;1;0
192.145.205.74;192.145.205.74;4145;773;1300;3461920;BR;Brazil;Guaraciama;353;76;4;0;0;1;0
189.2.127.243;189.2.127.243;4153;773;2480;3663517;BR;Brazil;Manaus;243;7;4;0;0;1;0
200.71.72.201;200.71.72.201;4145;774;4360;3467928;BR;Brazil;Campanha;86;35;4;0;0;1;0
180.211.193.214;180.211.193.214;8080;774;2060;1336135;BD;Bangladesh;Khulna;22;44;1;1;0;0;0
146.196.63.66;146.196.63.66;4145;775;1120;1273491;IN;India;Darbhanga;322;52;4;0;0;1;0
185.54.237.114;185.54.237.114;3128;775;2560;1485357;RU;Russian Federation;Zavodoukovsk;83;284;4;1;0;0;0
103.126.109.2;103.126.109.2;4145;777;1260;1210997;BD;Bangladesh;;883;315;4;0;0;1;0
58.9.104.61;58.9.104.61;1080;777;1320;1605651;TH;Thailand;;156;7;4;0;0;1;0
125.25.165.108;125.25.165.108;4153;778;4120;1605651;TH;Thailand;;1012;342;4;0;0;1;0
115.124.77.50;115.124.77.50;1081;778;4160;1642911;ID;Indonesia;Jakarta;143;20;4;0;0;1;0
117.102.86.174;117.102.86.174;4145;780;1980;1643084;ID;Indonesia;;2484;517;4;0;0;1;0
27.147.157.245;27.147.157.245;58148;780;2400;8064554;BD;Bangladesh;Uttara;224;2;4;0;0;1;0
1.55.241.4;1.55.241.4;4145;781;1420;1581130;VN;Vietnam;Hanoi;4045;1027;4;0;0;1;0
110.77.154.71;110.77.154.71;4145;781;1380;1605651;TH;Thailand;;104;3;4;0;0;1;0
201.238.190.245;201.238.190.245;4145;782;1140;3658394;EC;Ecuador;;36;8;4;0;0;1;0
103.100.193.63;103.100.193.63;11337;784;2080;1625084;ID;Indonesia;Tangerang;1010;176;4;0;0;1;0
31.202.30.118;31.202.30.118;35228;786;140;706483;UA;Ukraine;Kharkiv;4895;287;4;0;0;1;0
124.41.240.207;124.41.240.207;41130;786;4120;1282988;NP;Nepal;;3218;331;4;0;0;1;0
202.10.33.98;202.10.33.98;4145;787;4500;1643084;ID;Indonesia;;1215;319;4;0;0;1;0
61.8.68.238;61.8.68.238;61920;787;1060;1642911;ID;Indonesia;Jakarta;303;54;4;0;0;1;0
110.137.26.116;110.137.26.116;1080;788;4040;1214204;ID;Indonesia;Pematangsiantar;184;5;4;0;0;1;0
95.107.163.97;95.107.163.97;42886;789;380;783754;AL;Albania;;3487;419;4;0;0;1;0
179.234.40.169;179.234.40.169;4145;789;1360;3448636;BR;Brazil;"""São José dos Campos""";708;145;4;0;0;1;0
191.241.226.173;191.241.226.173;59661;790;4220;3461786;BR;Brazil;Guarulhos;3325;277;4;0;0;1;0
117.102.94.148;117.102.94.148;34585;791;2660;1625084;ID;Indonesia;Tangerang;223;15;4;0;0;1;0
170.79.248.28;170.79.248.28;4145;792;2460;3465156;BR;Brazil;Cristina;354;9;4;0;0;1;0
190.144.70.74;190.144.70.74;57919;792;2240;3687925;CO;Colombia;"""Santiago de Cali""";293;2;4;0;0;1;0
93.63.75.62;93.63.75.62;1080;793;420;3175395;IT;Italy;;678;115;4;0;0;1;0
177.38.245.107;177.38.245.107;55713;793;1540;3460992;;;;180;6;4;0;0;1;0
113.11.226.200;113.11.226.200;59767;793;2240;1269843;IN;India;Hyderabad;267;8;4;0;0;1;0
45.185.114.169;45.185.114.169;4145;793;1400;3469034;BR;Brazil;;140;8;4;0;0;1;0
140.0.31.16;140.0.31.16;4145;793;1240;1625822;ID;Indonesia;Surabaya;169;6;4;0;0;1;0
31.185.99.164;31.185.99.164;4145;794;480;2523920;IT;Italy;Palermo;158;11;4;0;0;1;0
179.97.231.125;179.97.231.125;4145;794;1420;3449521;BR;Brazil;"""Santo Antonio de Jesus""";294;5;4;0;0;1;0
45.165.152.26;45.165.152.26;4145;794;960;3446130;BR;Brazil;"""Tres de Maio""";226;7;4;0;0;1;0
203.217.169.138;203.217.169.138;36509;794;1140;1831722;KH;Cambodia;;135;1;4;0;0;1;0
139.255.29.74;139.255.29.74;1080;795;1060;1642911;ID;Indonesia;Jakarta;143;1;4;0;0;1;0
137.101.138.173;137.101.138.173;4145;796;500;2519240;ES;Spain;Cordova;192;15;4;0;0;1;0
81.37.182.247;81.37.182.247;4145;796;580;2513240;ES;Spain;Nerja;115;17;4;0;0;1;0
74.214.177.61;74.214.177.61;8080;804;3700;4304232;US;United States;Pikeville;483;1219;1;1;0;0;0
36.89.119.149;36.89.119.149;8080;808;2420;1650357;ID;Indonesia;Bandung;101;157;1;1;0;0;0
103.240.206.196;103.240.206.196;35101;813;4700;1253573;IN;India;Vadodara;295;393;4;1;0;0;0
158.58.133.13;158.58.133.13;21213;814;4080;491422;RU;Russian Federation;Sochi;5473;1827;4;1;0;0;0
200.89.178.212;200.89.178.212;8080;816;2180;3854895;AR;Argentina;"""Granadero Baigorria""";258;36;3;1;0;0;0
189.206.166.12;189.206.166.12;60002;817;4120;3996063;MX;Mexico;;1536;1376;4;1;0;0;0
85.238.104.235;85.238.104.235;47408;819;2320;698740;UA;Ukraine;Odesa;477;500;4;1;0;0;0
187.73.68.14;187.73.68.14;53281;821;3980;3465644;BR;Brazil;"""Conselheiro Lafaiete""";2852;1353;4;1;0;0;0
200.89.178.194;200.89.178.194;8080;821;1220;3865483;AR;Argentina;;519;70;3;1;0;0;0
177.11.65.126;177.11.65.126;4145;823;4020;3394023;BR;Brazil;Natal;1412;391;4;0;0;1;0
139.59.62.255;139.59.62.255;8080;824;1460;1277333;IN;India;Bengaluru;7684;336;4;1;0;0;0
176.118.54.134;176.118.54.134;1080;824;3160;694864;UA;Ukraine;Sambir;1303;410;4;0;0;1;0
139.162.78.109;139.162.78.109;8080;825;3560;1850147;JP;Japan;Tokyo;8663;216;4;1;0;0;0
110.76.148.130;110.76.148.130;52209;825;2520;1643084;ID;Indonesia;;213;38;4;0;0;1;0
45.70.1.66;45.70.1.66;4145;827;1420;3460471;BR;Brazil;Jaborandi;3010;419;4;0;0;1;0
176.223.1.70;176.223.1.70;4145;827;400;677106;RO;Romania;Giurgiu;2445;532;4;0;0;1;0
178.20.137.178;178.20.137.178;37712;827;340;3061370;CZ;Czech Republic;Zlín;5588;388;4;0;0;1;0
92.39.54.91;92.39.54.91;60446;830;5100;618426;MD;Moldova;Chisinau;2088;976;4;1;0;0;0
190.145.159.26;190.145.159.26;14888;831;2100;3688689;CO;Colombia;Bogotá;493;137;4;0;0;1;0
91.246.213.100;91.246.213.100;4145;832;3300;3080590;PL;Poland;Zator;637;176;4;0;0;1;0
87.103.211.189;87.103.211.189;3128;832;5100;1510208;RU;Russian Federation;Berezovka;104;232;4;1;0;0;0
91.102.231.70;91.102.231.70;59341;834;1220;3204672;RS;Serbia;"""Backa Topola""";2649;651;4;0;0;1;0
202.158.49.141;202.158.49.141;56687;834;2060;1642911;ID;Indonesia;Jakarta;274;434;4;1;0;0;0
119.82.253.63;119.82.253.63;34110;834;5100;1821306;KH;Cambodia;"""Phnom Penh""";477;689;4;1;0;0;0
189.51.101.145;189.51.101.145;1080;834;2360;6317328;BR;Brazil;Itaobim;1336;329;4;0;0;1;0
177.103.186.7;177.103.186.7;30124;834;1360;3448439;BR;Brazil;"""São Paulo""";285;27;4;0;0;1;0
118.173.232.160;118.173.232.160;39079;835;5100;1609350;TH;Thailand;Bangkok;1061;1174;4;1;0;0;0
159.192.97.80;159.192.97.80;43278;835;3880;1609776;TH;Thailand;"""Khon Kaen""";402;696;4;1;0;0;0
188.65.237.46;188.65.237.46;49733;835;4440;524901;RU;Russian Federation;Moscow;194;327;4;1;0;0;0
103.53.110.45;103.53.110.45;10801;836;1100;1269750;IN;India;;883;199;4;0;0;1;0
177.74.117.202;177.74.117.202;39593;837;2180;3454031;BR;Brazil;Petrópolis;3334;257;4;0;0;1;0
45.186.163.20;45.186.163.20;4145;837;2280;3469034;BR;Brazil;;108;8;4;0;0;1;0
213.32.252.120;213.32.252.120;45728;838;3860;95446;IQ;Iraq;Erbil;1027;1016;4;1;0;0;0
36.89.194.113;36.89.194.113;38622;838;2780;1643084;ID;Indonesia;;167;330;4;1;0;0;0
91.98.21.142;91.98.21.142;4145;838;1940;130758;IR;Iran;;169;24;4;0;0;1;0
43.250.80.117;43.250.80.117;4145;839;4480;1185241;BD;Bangladesh;Dhaka;199;246;4;0;0;1;0
170.79.170.241;170.79.170.241;4145;839;2220;3392740;BR;Brazil;Paulista;24;32;4;0;0;1;0
112.203.16.143;112.203.16.143;4145;839;1760;1692192;PH;Philippines;"""Quezon City""";183;5;4;0;0;1;0
220.227.245.36;220.227.245.36;3128;840;3000;1269843;IN;India;Hyderabad;532;123;4;1;0;0;0
195.9.61.22;195.9.61.22;37489;840;4000;524901;RU;Russian Federation;Moscow;196;291;4;1;0;0;0
46.151.145.4;46.151.145.4;53281;841;2720;693805;UA;Ukraine;Simferopol;581;665;4;1;0;0;0
221.214.110.130;221.214.110.130;1080;842;4940;1796328;CN;China;;85;65;4;0;0;1;0
220.152.112.114;220.152.112.114;43654;842;5100;1196503;BD;Bangladesh;Kushtia;323;38;4;0;0;1;0
200.89.178.210;200.89.178.210;8080;842;1280;3854895;AR;Argentina;"""Granadero Baigorria""";229;49;3;1;0;0;0
200.89.174.245;200.89.174.245;3128;842;940;3435910;AR;Argentina;"""Buenos Aires""";143;24;3;1;0;0;0
125.25.165.88;125.25.165.88;4153;843;2120;1605651;TH;Thailand;;1088;234;4;0;0;1;0
185.237.98.57;185.237.98.57;80;843;280;2643743;GB;United Kingdom;London;379;67;4;1;0;0;0
88.99.149.188;88.99.149.188;31288;844;360;2921044;DE;Germany;;2860;1272;2;1;0;0;0
180.171.62.82;180.171.62.82;4145;844;1380;1796236;CN;China;Shanghai;170;47;4;0;0;1;0
109.200.234.85;109.200.234.85;53281;844;2560;698740;UA;Ukraine;Odesa;97;134;4;1;0;0;0
118.67.217.41;118.67.217.41;51338;845;5100;1185241;BD;Bangladesh;Dhaka;221;488;4;1;0;0;0
46.32.10.66;46.32.10.66;4145;845;3640;112931;IR;Iran;Tehran;891;477;4;0;0;1;0
83.13.164.202;83.13.164.202;49185;845;5100;756135;PL;Poland;Warsaw;84;188;4;1;0;0;0
1.179.148.9;1.179.148.9;59125;845;4580;1609350;TH;Thailand;Bangkok;109;194;4;1;0;0;0
79.133.200.146;79.133.200.146;40904;847;340;756135;PL;Poland;Warsaw;1112;135;4;0;0;1;0
77.237.15.60;77.237.15.60;46322;847;1320;3093133;PL;Poland;"""Łódź""";490;109;4;0;0;1;0
190.109.160.73;190.109.160.73;39734;848;4060;3674962;CO;Colombia;Medellín;3313;424;4;0;0;1;0
110.232.83.115;110.232.83.115;8080;848;2400;1214520;ID;Indonesia;Medan;189;360;1;1;0;0;0
45.184.180.2;45.184.180.2;4145;848;2500;3469034;BR;Brazil;;145;14;4;0;0;1;0
138.197.157.60;138.197.157.60;3128;849;4080;6167865;CA;Canada;Toronto;12133;300;4;1;0;0;0
103.141.108.137;103.141.108.137;4145;849;2300;1643084;ID;Indonesia;;50;7;4;0;0;1;0
188.244.20.242;188.244.20.242;4145;852;260;618426;MD;Moldova;Chisinau;3439;660;4;0;0;1;0
185.251.33.194;185.251.33.194;39043;852;1580;745044;TR;Turkey;Istanbul;3148;418;4;0;0;1;0
92.62.229.4;92.62.229.4;1080;852;360;3077916;CZ;Czech Republic;"""České Budějovice""";2379;658;4;0;0;1;0
37.32.11.168;37.32.11.168;1085;854;1120;130758;IR;Iran;;402;42;4;0;0;1;0
177.35.120.30;177.35.120.30;4145;856;1460;3467747;BR;Brazil;"""Campo Grande""";528;13;4;0;0;1;0
37.32.10.40;37.32.10.40;1085;856;780;130758;IR;Iran;;662;15;4;0;0;1;0
45.172.77.118;45.172.77.118;11337;856;1320;3457818;BR;Brazil;Marau;272;7;4;0;0;1;0
185.81.96.173;185.81.96.173;1080;856;620;130758;IR;Iran;;481;6;4;0;0;1;0
110.39.166.38;110.39.166.38;14888;857;940;1168579;PK;Pakistan;;175;39;4;0;0;1;0
200.69.67.174;200.69.67.174;8080;861;5100;3672778;CO;Colombia;Pasto;221;92;1;1;0;0;0
178.75.21.109;178.75.21.109;36143;863;5100;1486209;RU;Russian Federation;Ekaterinburg;71;186;4;1;0;0;0
182.52.90.43;182.52.90.43;33326;865;5100;1605239;TH;Thailand;"""Udon Thani""";893;1147;4;1;0;0;0
188.133.165.206;188.133.165.206;56145;866;5060;472757;RU;Russian Federation;Volgograd;6240;1678;4;1;0;0;0
119.252.162.90;119.252.162.90;3128;866;5080;1643084;ID;Indonesia;;554;593;1;1;0;0;0
118.173.232.170;118.173.232.170;44029;868;5100;1609350;TH;Thailand;Bangkok;757;1044;4;1;0;0;0
195.98.79.117;195.98.79.117;8080;868;3480;472045;RU;Russian Federation;Voronezh;795;851;1;1;0;0;0
36.89.180.25;36.89.180.25;54682;868;3020;1643084;ID;Indonesia;;31;105;4;1;0;0;0
38.91.100.230;38.91.100.230;3128;868;2520;5101798;US;United States;Newark;162;13;1;1;0;0;0
180.180.175.70;180.180.175.70;59692;870;960;1605651;TH;Thailand;;857;1266;4;1;0;0;0
112.78.170.29;112.78.170.29;8080;870;3440;1642911;ID;Indonesia;Jakarta;93;294;4;1;0;0;0
123.200.20.242;123.200.20.242;58847;871;1160;1210997;BD;Bangladesh;;352;516;4;1;0;0;0
122.50.5.146;122.50.5.146;10000;872;2220;1625084;ID;Indonesia;Tangerang;731;616;1;1;0;0;0
118.175.93.189;118.175.93.189;49774;874;1660;1605651;TH;Thailand;;912;949;4;1;0;0;0
185.13.229.205;185.13.229.205;3128;879;1900;130758;IR;Iran;;39;95;4;0;1;0;0
158.255.215.155;158.255.215.155;8080;880;1720;2988507;FR;France;Paris;98;100;4;1;1;0;0
138.197.145.103;138.197.145.103;8080;881;1240;6167865;CA;Canada;Toronto;15264;281;4;1;0;0;0
176.9.75.42;176.9.75.42;8080;884;1220;2921044;DE;Germany;;19183;243;4;1;0;0;0
207.154.231.216;207.154.231.216;3128;885;560;2925533;DE;Germany;"""Frankfurt am Main""";16221;349;4;1;0;0;0
82.114.70.2;82.114.70.2;8080;900;3080;783754;AL;Albania;;97;402;1;1;0;0;0
190.92.5.158;190.92.5.158;53281;907;4840;3613314;HN;Honduras;Comayaguela;2299;2069;4;1;0;0;0
84.52.83.70;84.52.83.70;52177;911;2740;498817;RU;Russian Federation;"""St Petersburg""";3580;1721;4;1;0;0;0
